K,Accuracy
1,0.4333333333
2,0.4
3,0.5333333333
4,0.4666666667
5,0.4666666667
6,0.5
7,0.5
8,0.5666666667
9,0.5
10,0.5
11,0.4666666667
12,0.5333333333
13,0.5
14,0.5
15,0.5
16,0.5
17,0.4666666667
18,0.4666666667
19,0.4666666667
20,0.5333333333
21,0.5333333333
22,0.5333333333
23,0.4333333333
24,0.4333333333
25,0.4333333333
26,0.5
27,0.4333333333
28,0.4
29,0.4333333333
30,0.3666666667
